date,overall,"food, drinks and tobacco","clothes, shoes and accesories",housing,forniture and domestic appliances,health and personal care,transportation,education and recreation,others
Ene 1990,7.776037301728,6.837944967264,12.667199325795,9.080093840235,12.502351211416,6.802179638942,5.761363145256,6.227297861906,6.851135666702
Feb 1990,7.952119853776,7.034684485752,12.886569819053,9.287186416657,12.651315910715,6.969105507676,5.838185125960,6.334418829686,7.023921179197
Mar 1990,8.092309919660,7.194864554222,13.059996357233,9.502749257904,12.751535817124,7.057352847979,5.888521099766,6.397365053283,7.151782281609
Abr 1990,8.215471549391,7.277527609376,13.244618045613,9.717777477856,12.851035683308,7.161201713406,5.969397040114,6.572473202726,7.272521371270
May 1990,8.358837675672,7.369249787330,13.398157114569,9.924137150123,12.999562523611,7.337010916594,6.090147161517,6.713127215050,7.473047697959
Jun 1990,8.542938589472,7.470656631896,13.572976389872,10.226286323548,13.217553814603,7.589995109367,6.339141015896,6.850942305261,7.597574744008
Jul 1990,8.698734833726,7.607286837400,13.744231898924,10.489873193060,13.454075441998,7.749204402436,6.419782380969,6.954171884170,7.737428078302
Ago 1990,8.846950441605,7.752202164305,14.008339982381,10.734659090869,13.676435622393,7.887039326769,6.445684283426,7.063140724837,7.857804306345
Sep 1990,8.973061368705,7.811935242995,14.203390818698,10.977932509234,13.809958381292,7.999184169411,6.493926503851,7.403532153185,7.977960543296
Oct 1990,9.102059887647,7.907529700044,14.297464094847,11.238436098707,13.992294041694,8.112225304435,6.608531236946,7.464769024079,8.082666583213
Nov 1990,9.343723102676,8.092883559847,14.545916173667,11.603609653564,14.207471332369,8.253195912630,6.926318125425,7.569156741373,8.289987451064
Dic 1990,9.638213953861,8.362250163118,14.844705471918,11.981872532758,14.413591683350,8.432787824594,7.203435368709,7.809336022656,8.583678952369
Ene 1991,9.883879894801,8.570641659275,15.095609175816,12.451568292306,14.630415334945,8.634747186495,7.322872106007,8.083669544510,8.784386073058
Feb 1991,10.056424721909,8.661490109519,15.303716921779,12.809544942489,14.866483532265,8.869157251106,7.425468251588,8.238085503549,9.000155240715
Mar 1991,10.199839643789,8.731497140968,15.522671638919,13.152772034658,15.064963667382,9.005690169919,7.534251589763,8.357476121390,9.120532733180
Abr 1991,10.306687551198,8.845225702436,15.730732287052,13.296511696657,15.270000065260,9.093458869924,7.581334873089,8.434188576296,9.149798334939
May 1991,10.407441671111,8.964575136552,15.881797191555,13.408376608892,15.425988087041,9.167667880802,7.655047000273,8.498822734635,9.154993492216
Jun 1991,10.516647583476,9.107010929959,16.031024916097,13.533595241993,15.548762773525,9.255135612178,7.683086780602,8.591490587988,9.195266409838
Jul 1991,10.609584269262,9.184380623822,16.150646732411,13.663265763684,15.707448025739,9.344146650027,7.714270093513,8.759591381068,9.273817115401
Ago 1991,10.683422977312,9.210922234389,16.364776025091,13.783931418636,15.851561211439,9.424169608915,7.750899713827,8.858331231262,9.382590530647
Sep 1991,10.789850374312,9.238725146600,16.604171214865,13.922021650680,16.031390350802,9.503255181845,7.807422875713,9.261660314018,9.501828856766
Oct 1991,10.915342738584,9.327621018984,16.836412238516,14.107799598394,16.240780073607,9.573445475962,7.924246775053,9.422179685246,9.570343258438
Nov 1991,11.186374096785,9.454894065064,16.610524549606,14.399715258242,16.034416469095,9.667966841296,8.883440445455,9.532635104764,9.664378295840
Dic 1991,11.449679866826,9.659261426817,16.584844930528,14.843572558584,16.130382301344,9.844659071971,9.352137693955,9.688790408668,9.755147555684
Ene 1992,11.657778465389,9.812389343105,16.791820057085,15.215628067113,16.311838341079,10.133143470085,9.430545962536,9.988428659644,9.969109983391
Feb 1992,11.795900435066,9.900047718753,17.005642127208,15.430607690415,16.507539514107,10.264233684779,9.543685184726,10.118645189626,10.128413875665
Mar 1992,11.915947720290,9.993526415500,17.214950089673,15.600489080298,16.674427383399,10.348366845452,9.666768279705,10.191844688074,10.214374859278
Abr 1992,12.022171319641,10.066554665112,17.471056077795,15.697297269578,16.863961504598,10.467244464197,9.743074665164,10.278507664887,10.361756058299
May 1992,12.101437891772,10.053959837949,17.693980101694,15.814088419189,17.105274322520,10.733537752681,9.798625851403,10.334425119170,10.523436899011
Jun 1992,12.183345192186,10.070749919707,17.868035421856,15.974113444521,17.269067964907,10.882564352261,9.879862944505,10.377960100752,10.627842029406
Jul 1992,12.260272414520,10.096105032742,17.963519859228,16.121189107227,17.314856702755,10.987107976745,9.956292422625,10.496606717574,10.727576696405
Ago 1992,12.335592231401,10.105312604788,18.148760093978,16.264891835512,17.495092572163,11.086943434617,10.020553061203,10.646758573135,10.794451257274
Sep 1992,12.442896524527,10.139687172720,18.287589391438,16.387639573557,17.520323180693,11.191170173679,10.051129031526,11.309286898003,10.857520164442
Oct 1992,12.532493537792,10.199790820053,18.420642930042,16.541229765407,17.551794787168,11.286671355317,10.114541947217,11.466179066946,10.919716675382
Nov 1992,12.636620340688,10.267532507989,18.610487387888,16.698115140914,17.696007223636,11.355840728731,10.191327933170,11.633600112888,11.010857647802
Dic 1992,12.816553481441,10.487795824943,18.767756124119,16.854506725097,17.894646939197,11.500470743328,10.295623004829,11.796100164395,11.137952560865
Ene 1993,12.977319763867,10.597171610856,18.762842624332,17.182859843818,18.046415905238,11.661932698183,10.431989747444,12.003997352352,11.291645328505
Feb 1993,13.083345310799,10.619566698102,18.975437858354,17.376345972243,18.064327400223,11.786255667530,10.541527905575,12.195413625088,11.448495142580
Mar 1993,13.159593689429,10.587727190388,19.140686157556,17.523225284067,18.285229987660,11.908620324803,10.645478079445,12.413279906538,11.547770856462
Abr 1993,13.235480403514,10.630948963232,19.190789892890,17.596885592415,18.387205239331,12.013650539862,10.749612899077,12.532804759968,11.619784944624
May 1993,13.311137489730,10.719580792901,19.291982513054,17.673032348558,18.389336165878,12.094518084559,10.812110742786,12.563404631345,11.663070773730
Jun 1993,13.385797123244,10.777407761248,19.445818554937,17.782284446203,18.411036629941,12.200050806986,10.864219952375,12.619697651622,11.725545439190
Jul 1993,13.450123440421,10.824558473875,19.293334286702,17.899472180916,18.568657389597,12.290511025212,10.913842910513,12.734936983613,11.809321652763
Ago 1993,13.522112194855,10.847683371270,19.650884817204,18.005751812583,18.584147991268,12.355217516224,10.950803489339,12.836378663934,11.904967453853
Sep 1993,13.622260672231,10.879868517091,19.733078853821,18.099832489876,18.669385218252,12.435061488320,11.007135044854,13.387364835795,12.007574699850
Oct 1993,13.677973025024,10.848754279502,19.775428314783,18.264256917348,18.764889828283,12.548910071774,11.088331493771,13.477823527238,12.121143737909
Nov 1993,13.738302356338,10.854019312534,19.944236293002,18.435882126370,18.861250708968,12.546575212014,11.149218669412,13.526125282915,12.202874254105
Dic 1993,13.843054897126,10.984845068270,20.015868055646,18.577786604168,18.957426711158,12.568147141643,11.173740994257,13.660128953327,12.292793877326
Ene 1994,13.950374980567,11.104312355446,19.894351711908,18.752275410010,19.002372808000,12.643732405737,11.246050323739,13.844943432865,12.369319116268
Feb 1994,14.022124062044,11.073073465181,20.153491002248,18.943661957707,19.053151231309,12.793781257383,11.334525548740,13.974722984335,12.439326704145
Mar 1994,14.094224762979,11.096472602632,20.222576923121,19.122097197876,19.127344594814,12.951439282876,11.436736156860,14.044596590211,12.418161709044
Abr 1994,14.163251304932,11.144992272625,20.312379818331,19.199562021020,19.112023300558,13.087587698313,11.509602890389,14.051615367148,12.528078079305
May 1994,14.231682244253,11.202887232961,20.427280662489,19.287971887384,19.204782032091,13.159351806540,11.573104064091,14.081862513679,12.577012965714
Jun 1994,14.302894568965,11.252233037521,20.510058423369,19.400000100127,19.477367961555,13.246612700796,11.634591612683,14.105706366506,12.615547417593
Jul 1994,14.366326769868,11.328668936927,20.420382512828,19.495299699762,19.525727432982,13.341899089624,11.664879588883,14.154050963116,12.682727945674
Ago 1994,14.433286645444,11.384345017098,20.614759509443,19.599909392636,19.676429965033,13.406817721551,11.688763221309,14.184994990150,12.719563128902
Sep 1994,14.535936644548,11.481943042871,20.641891267239,19.662395262971,19.694158529560,13.487246398988,11.728449276296,14.647404615198,12.769962119802
Oct 1994,14.612245304055,11.548225114677,20.763174126880,19.831592345349,19.738012887759,13.553859500913,11.756411253072,14.688549073753,12.825370407093
Nov 1994,14.690360856448,11.624863864426,20.847780879233,19.920418239350,19.879343215299,13.634685935799,11.829149084404,14.744367992389,12.853518337685
