date,overall,"food, drinks and tobacco","clothes, shoes and accesories",housing,forniture and domestic appliances,health and personal care,transportation,education and recreation,others
Dic 1994,14.819204368159,11.746781218707,20.969082169984,20.071625024327,20.035938403492,13.797540049838,11.948924909954,14.841034339449,12.921815272511
Ene 1995,15.376990944300,12.257859974792,21.295160931555,20.685987756011,20.806737866601,14.250013508843,12.559710432447,15.382261337884,13.329420976181
Feb 1995,16.028707348709,12.885674911275,22.106389548780,21.315745474603,22.285175617786,15.172819906732,12.928363984841,15.841187993622,13.869216870022
Mar 1995,16.973617202950,13.521955148556,22.968063938997,22.208689587804,23.716830195211,15.899529939995,14.731057324750,16.252275579763,14.380375538615
Abr 1995,18.326133255311,14.440774771111,24.422614391682,24.098176585636,25.941171526338,17.092509123963,16.484153260356,16.918666729539,15.361690441678
May 1995,19.092090190992,15.262022436562,25.204656971041,24.752507182881,27.541549108539,18.085812099216,17.046946237079,17.467687926290,15.809392053040
Jun 1995,19.698024268685,15.948539203067,26.211729060464,25.366829091052,28.625501968372,18.832410205109,17.269443621073,17.957217309801,16.171245205180
Jul 1995,20.099588355294,16.406368145345,26.759812218371,25.875394319456,29.150742318336,19.325634311059,17.334822552564,18.382913663918,16.447376331133
Ago 1995,20.432981265710,16.714269439101,27.499396783208,26.224546894584,29.686296764583,19.787302686146,17.441890709695,18.794329695537,16.711243392798
Sep 1995,20.855642530130,17.068520249789,28.118345708508,26.551148414567,30.204336712317,20.325739006319,17.592389987449,20.073560799499,16.942617003218
Oct 1995,21.284762116615,17.563746112127,28.899507583667,27.068461899239,30.790488599450,20.761420298104,17.755663122615,20.319896326278,17.217357356577
Nov 1995,21.809608384348,18.254795837754,29.594647436987,27.636709660743,31.461877720171,21.239794648353,17.991050496073,20.562661773686,17.496649326830
Dic 1995,22.520167271192,18.998427897545,30.372737100586,28.455740738465,32.566458765969,21.801433717221,18.621150087075,20.853837504795,18.035636045560
Ene 1996,23.329753761294,19.715088845342,30.991071580769,29.498727145652,33.622777636470,22.569378352346,19.479088865526,21.332656650190,18.667930809435
Feb 1996,23.874262028762,20.226746686064,31.935675296022,30.180507819745,34.443818413123,23.109273129121,19.848137249736,21.665530915580,19.095276600806
Mar 1996,24.399825880353,20.713586570897,33.090418525975,30.769556989020,35.349317994897,23.653410691693,20.258410353956,21.876165643628,19.444992121693
Abr 1996,25.093449617204,21.558303633718,33.901278478934,31.405457928891,35.897521796414,24.099698958795,20.935192595959,22.121358742203,20.015207956707
May 1996,25.550842302962,22.121750538150,34.576551341263,31.786104227881,36.603939914163,24.569189974592,21.207391901747,22.350272281447,20.358348927523
Jun 1996,25.966901728547,22.500819304727,35.360990245358,32.298946374965,37.351225186307,25.080180754861,21.451024221915,22.585754765332,20.674053791534
Jul 1996,26.336030688063,22.786509096696,35.799907368508,32.831812312353,38.107073105545,25.416289121137,21.757480694869,22.845799400508,20.966494861928
Ago 1996,26.686071714930,23.054180377716,36.411482973442,33.298385913252,38.917605180448,25.807553729832,21.981952224403,23.189812318349,21.157915430584
Sep 1996,27.112751490397,23.329897655446,37.024287468610,33.670089549990,39.515822613058,26.170577278316,22.233248853602,24.642263704309,21.410909195955
Oct 1996,27.451167539621,23.583743408015,37.580358391997,34.359257638477,40.026467553095,26.460014973767,22.441346621766,24.761932790716,21.603467671133
Nov 1996,27.867083448434,23.978790854978,38.372375426822,35.025485859854,40.629160911415,26.663403626819,22.728758436135,24.898309850790,21.875426488499
Dic 1996,28.759336453704,24.530565391232,39.073250082533,35.853265193845,41.283424737949,27.182747400082,24.855954227024,25.063675960174,22.446780225438
Ene 1997,29.498886028860,25.421178672988,39.772281409905,36.519687821203,42.080139818186,28.012875398028,25.387462862678,25.422826019162,23.135337970918
Feb 1997,29.994598091509,25.764437056240,40.545660343970,37.156560784523,42.857588950717,28.543621661502,25.928377702345,25.714430164606,23.577729367170
Mar 1997,30.367889073663,25.941789106413,41.314942986608,37.678734405822,43.457557832517,28.944299956934,26.432596728189,25.899788722483,23.873710580970
Abr 1997,30.695971811729,26.154611571625,42.044491654272,37.967232417940,43.941736416016,29.308251615150,26.896752291327,26.036165782555,24.198771535643
May 1997,30.976119445603,26.314398404677,42.671223520665,38.269922040900,44.683961946053,29.734121468163,27.114024008431,26.202531515367,24.558475316971
Jun 1997,31.250956912308,26.436788321838,43.182440097783,38.765462087890,45.231192726845,30.129894036090,27.306793144989,26.400171148889,24.827779026782
Jul 1997,31.523211040861,26.615726908746,43.524684856804,39.226397921770,45.443896586674,30.422116060735,27.593740453730,26.633654385920,24.975327115756
Ago 1997,31.803502196688,26.855067187953,44.074611350060,39.594019039347,45.841475704929,30.700151265975,27.808225150600,26.876134228782,25.104289456443
Sep 1997,32.199612588994,27.150956141076,44.514552539056,39.989828979090,46.162574842157,31.029099927837,27.950827859736,28.393561077353,25.292422747764
Oct 1997,32.456940823078,27.210564562921,45.032527998432,40.651002651395,46.658624365665,31.290959499372,28.101675511068,28.551644223215,25.566151636834
Nov 1997,32.820042010844,27.442765428903,45.543744575550,41.544879909433,47.204492908197,31.573104900985,28.291889877950,28.689592115806,25.775652221632
Dic 1997,33.279874507621,27.793503197835,46.254859952821,42.194000436698,47.728176414435,31.957209805265,28.799824935289,28.868667333587,26.202492280858
Ene 1998,34.003924110860,28.519456714961,46.627212410371,42.899109789867,48.169736387744,32.640696444017,29.628964468534,29.395182748814,27.010909142435
Feb 1998,34.599237843853,29.096842469217,47.618513800232,43.520235894487,48.901647828100,33.227394475630,30.060024126321,29.882855690250,27.593136171069
Mar 1998,35.004533397604,29.438967613731,48.330038798231,44.054657079732,49.456273616588,33.705105889584,30.370080507747,30.090634352796,27.944748196695
Abr 1998,35.332042063402,29.689753614202,48.874025678731,44.394283774664,49.950766296371,34.392570135285,30.589558616435,30.294700131192,28.295222320397
May 1998,35.613481363762,30.054656879870,49.570599232648,44.264420791892,50.587515624390,34.898655198874,30.741683657120,30.575451233742,28.623696985441
Jun 1998,36.034420411382,30.650401125870,50.122369054243,44.646233520312,51.128129812746,35.269236214632,30.906350304661,30.755954479263,28.909563505764
Jul 1998,36.381878110460,31.034002851569,50.363230712590,45.023963736032,51.735104491310,35.533880120774,31.213271283245,30.914323234682,29.172292665504
Ago 1998,36.731632103784,31.297707788666,51.084381987033,45.369422603965,52.219672292344,36.031479601945,31.486980228942,31.313886599978,29.474848424777
Sep 1998,37.327376387091,31.830670543518,51.755558564944,45.897233992282,52.942437269209,36.608233599949,31.768934121350,33.074935714605,29.658682979072
Oct 1998,37.862268927258,32.449079585132,52.274558090166,46.716848287950,53.870900302537,37.055715150218,31.977960896258,33.308418951637,29.935066971098
Nov 1998,38.532786225594,32.989975015322,52.971131651095,47.601977289720,54.725218620424,37.606482070333,32.914981470358,33.536904076546,30.249633933185
Dic 1998,39.472974324694,33.914585496753,53.916964249570,48.144174694862,55.541783471366,38.407706077185,34.518565198725,33.812942671517,30.988385842346
Ene 1999,40.469770280540,35.348360690345,54.571141237684,48.781436470145,56.519676312786,39.373868464421,35.186870243459,34.339172477187,31.832077700357
Feb 1999,41.013642812364,35.454431950495,55.507347566726,49.413643702818,57.719030253386,40.226801442791,35.913122152183,34.976360378002,32.588151022845
Mar 1999,41.394683783067,35.236963200621,56.470794200114,50.252698564382,58.804345358082,41.195350401773,36.409096235831,35.374210100990,33.023335699247
Abr 1999,41.774576609237,35.393010345001,57.320773696952,50.654729482626,59.765696721712,41.826465116476,36.794866759506,35.630399052249,33.531346172364
May 1999,42.025877076750,35.638356794524,58.019395396583,50.306937742909,60.483985772868,42.531828631332,37.080536678894,35.833465207218,34.035690064441
Jun 1999,42.302006204759,35.776498745159,58.479613204312,50.728409227051,61.122486550078,43.097975659432,37.249616114116,36.026392338174,34.289189566555
Jul 1999,42.581579771548,35.940365243505,58.616429185176,51.258553487153,61.427822644586,43.411279034461,37.550266291529,36.225460004447,34.513482890162
Ago 1999,42.821255256238,35.986488109354,59.180487867033,51.639199779681,61.887091721875,43.788887170623,37.743964434832,36.568616103639,34.813257113441
Sep 1999,43.235018392757,36.017538882473,59.648693433231,52.113160794973,62.193206238246,44.398787950930,37.990383775235,38.700382334019,35.119985185899
Oct 1999,43.508851226519,36.087573112385,60.201896955423,52.699293887441,62.812246462286,44.813520481755,38.185359303377,38.830761658542,35.409265416592
Nov 1999,43.895776447020,36.199310574566,60.808761830824,53.764442537810,63.350525385053,45.327295596630,38.441300975329,38.996841786808,35.652776658266
Dic 1999,44.335516388566,36.576566153323,61.399856006661,54.454777062191,63.691085082055,45.759927385786,38.755654016900,39.206905295742,36.180384343961
Ene 2000,44.930830116378,37.075078410504,61.941999551813,55.059767496147,64.117855033369,46.356039104135,39.430229862805,39.783830241524,36.910285899202
Feb 2000,45.329380314522,37.163357802449,62.773136130515,55.637346731867,64.807731673329,46.910916226036,39.932126369531,40.175682233974,37.397181949513
Mar 2000,45.580680782035,37.237245050743,63.318556704603,56.087979068083,65.265249294823,47.402151528511,40.173668421138,40.263363400789,37.615532892828
Abr 2000,45.840018271642,37.473638903393,63.680873264980,56.398250517882,65.529329017400,47.735740739029,40.373637365611,40.449578782325,37.844883560875
May 2000,46.011379073729,37.773607521811,64.090297120695,56.156021051951,65.677423829608,48.052889142408,40.523323759642,40.628939604651,38.012028867024
Jun 2000,46.283920241006,38.114032804048,64.360447229101,56.524225387474,65.770639887287,48.273779296342,40.646185054006,40.776740921721,38.289930064682
Jul 2000,46.464466209718,38.190866470560,64.387687533446,56.881543007388,65.816372184928,48.587082676784,40.795058564314,40.983948370166,38.586922747370
Ago 2000,46.719785188278,38.343287247642,64.943553639457,57.269965526275,66.040752372697,48.716487708531,40.990382475064,41.429922777321,38.828411051267
Sep 2000,47.061071604015,38.430546722222,65.295219857546,57.653916720498,66.122292095833,48.867504442946,41.126249877399,43.511565081692,39.083427754415
Oct 2000,47.385135825853,38.635436507925,65.651801615532,58.538073698818,66.175614013238,49.116105304808,41.288710128843,43.706919868825,39.333892845268
Nov 2000,47.790287862833,38.754540026075,66.177560016004,59.687011191755,66.408362242636,49.499149515345,41.635578447112,43.951827362854,39.633919939217
Dic 2000,48.307671180741,39.524916550943,66.596200520420,60.172053328639,66.679253149909,49.891739996630,41.887804087571,44.218583747450,40.032565288824
